date,time,entry,sl,tgt_1_3,risk_pts,1m_bb_pct_b,1m_bb_width,1m_bb_lbr,1m_ema9_vs_21,1m_ema21_vs_50,1m_close_vs_ema9,1m_close_vs_ema21,1m_ema9_slope,1m_rsi14,1m_stoch_k,1m_will_r,1m_mom10,1m_adx,1m_plus_di,1m_minus_di,1m_body_ratio,1m_lwr_ratio,1m_is_bull,1m_range_vs_atr,1m_close_pos,1m_hh_hl,1m_ret1,1m_ret3,1m_ret5,1m_d5l,1m_d5h,1m_d20l,1m_d20h,1m_atr14,1m_atr_exp,1m_vol5,1m_effort,5m_ema9_vs_ema21,5m_ema21_vs_ema50,5m_close_vs_ema9,5m_ema9_slope,5m_bb_pct_b,5m_bb_width,5m_bb_lower_breach_atr,5m_rsi14,5m_stoch_k,5m_will_r,5m_is_bullish,5m_body_ratio,5m_lower_wick_ratio,5m_range_vs_atr,5m_close_pos,5m_signal_active,5m_dist_to_prev_high_atr,5m_dist_to_prev_low_atr,5m_room_to_tgt3,15m_ema9_vs_ema21,15m_ema21_vs_ema50,15m_close_vs_ema9,15m_ema9_slope,15m_bb_pct_b,15m_bb_width,15m_bb_lower_breach_atr,15m_rsi14,15m_stoch_k,15m_will_r,15m_is_bullish,15m_body_ratio,15m_lower_wick_ratio,15m_range_vs_atr,15m_close_pos,15m_signal_active,15m_dist_to_prev_high_atr,15m_dist_to_prev_low_atr,15m_room_to_tgt3,1h_ema9_vs_ema21,1h_ema21_vs_ema50,1h_close_vs_ema9,1h_ema9_slope,1h_bb_pct_b,1h_bb_width,1h_bb_lower_breach_atr,1h_rsi14,1h_stoch_k,1h_will_r,1h_is_bullish,1h_body_ratio,1h_lower_wick_ratio,1h_range_vs_atr,1h_close_pos,1h_signal_active,1h_dist_to_prev_high_atr,1h_dist_to_prev_low_atr,1h_room_to_tgt3,tf_conf,tr_align,5m15m_both,15m1h_both,all3tf_sig,all3tf_up,price_vs_open_atr,price_vs_open_pct,open30_dir,open30_rng_atr,day_range_so_far,mins_open,mins_close,session,post_pattern,post_A_clean,post_A_delay,post_B_wick,post_C_coil,bars_to_ema9,consec_above_ema9,broke_sl,broke_sl_recovered,max_dd_atr,n_small_candles,range_compress,breakout_bar,breakout_str,pts5bars_atr,label
2024-10-01,10:22:00,25820.55,25815.25,25836.45,5.3,0.3185,0.002,1.2599,-8.8514,-14.2417,1.2976,-7.5538,-3.2133,46.6807,47.9186,-52.0814,-16.7,40.8036,22.6708,40.1751,0.5702,0.3596,1,0.6329,0.9298,1,0.0178,0.0754,-0.017,2.876,-0.5386,2.876,-3.3258,9.0055,1,0.0393,0.6278,-10.9581,0.0,-19.5817,-20.267,0.1669,0.004,-0.0501,30.8536,21.8319,-78.1681,1,0.4639,0.2776,0.6447,0.7414,0,0.0444,2.876,0,0.0,0.0,-29.179,-26.2877,0.0795,0.0035,0.0522,17.5722,8.5738,-91.4262,0,0.6967,0.1126,0.6911,0.1126,0,1.2492,2.9427,0,0.0,0.0,-19.6,-39.2,0.25,0.0046,-0.1249,0.0,26.4697,-73.5303,0,0.5482,0.399,0.9684,0.399,0,3.5312,8.5615,1,0,0,0,0,0,0,3.5645,0.1245,1,13.2753,3.6089,67,307,1,D_sl_hit,0,0,0,0,11,0,1,0,5.0914,2,0.784,0,0.0,0.0056,0
2024-10-01,10:40:00,25773.25,25765.85,25795.45,7.4,0.3643,0.0035,2.4726,-14.2143,-25.6701,3.6298,-10.5845,-0.3435,47.5781,48.4159,-51.5841,-14.5,51.8458,20.7283,31.1873,0.6855,0.2453,1,0.7596,0.9308,1,0.0212,0.0208,0.1064,2.7184,-0.0526,2.8474,-4.5577,10.4658,0,0.024,0.688,-22.9836,0.0,-36.725,-29.2067,0.0406,0.0058,-0.4913,22.329,18.7958,-81.2042,1,0.2405,0.6021,0.7752,0.8426,0,-0.086,2.8474,0,0.0,0.0,-50.8089,-40.9187,0.0453,0.0054,-0.163,12.2026,9.6863,-90.3137,0,0.6917,0.2875,0.9436,0.2875,0,2.4365,2.8474,1,0.0,0.0,-19.6,-39.2,0.25,0.0046,-0.1249,0.0,26.4697,-73.5303,0,0.5482,0.399,0.9684,0.399,0,7.558,2.8474,1,0,0,0,0,0,0,-1.4524,-0.0589,1,11.423,2.8474,85,289,1,D_sl_hit,0,0,0,0,11,0,1,0,1.9683,2,0.9049,0,0.0,0.2819,0
2024-10-01,10:58:00,25755.05,25746.5,25780.7,8.55,0.4082,0.0011,0.4083,-6.2508,-21.6282,0.9933,-5.2575,-3.1158,48.1422,42.5819,-57.4181,1.8,26.2567,23.9208,29.9165,0.9032,0.0161,1,1.2054,0.9194,0,0.0318,0.0214,-0.0167,1.4322,-0.9332,1.4322,-2.7413,7.7152,0,0.021,1.2433,-30.9883,0.0,4.7091,-13.2991,0.3101,0.0065,0.2737,44.6031,37.2801,-62.7199,1,0.6832,0.2023,1.4716,0.8854,0,4.8476,1.4322,1,0.0,0.0,-20.6511,-36.7442,0.2773,0.0054,-0.0724,39.8533,26.4697,-73.5303,1,0.5728,0.3127,0.8237,0.8854,0,4.8476,1.4322,1,0.0,0.0,-19.6,-39.2,0.25,0.0046,-0.1249,0.0,26.4697,-73.5303,0,0.5482,0.399,0.9684,0.399,0,12.6115,1.5035,1,0,0,0,0,0,0,-4.3291,-0.1295,1,15.4954,1.5035,103,271,1,A_clean,1,0,0,0,1,5,0,0,0.0,1,2.4717,3,1.847,4.8476,1
2024-10-01,12:39:00,25786.5,25778.15,25811.55,8.35,0.3289,0.0028,1.6471,-9.7884,-5.3092,0.4779,-9.3105,-1.6695,44.9306,47.5581,-52.4419,-13.75,42.9092,15.2677,28.9811,0.6474,0.2316,1,0.9947,0.8789,1,0.0225,0.0305,-0.0111,1.2146,-0.4083,2.1412,-5.1619,9.5507,0,0.0266,0.8862,1.5481,-11.578,-16.0509,-10.9704,0.4713,0.0044,1.8532,40.4328,45.3834,-54.6166,0,0.2065,0.7484,0.6955,0.7484,0,0.4083,1.2146,0,-6.7385,0.0,-24.6755,-1.447,0.2767,0.0054,0.5768,43.0247,18.943,-81.057,0,0.7338,0.2127,0.7435,0.2127,0,1.6229,2.4867,0,0.0,0.0,-29.3748,-43.2752,0.2045,0.0044,0.0569,17.0652,20.101,-79.899,0,0.5731,0.2143,0.8749,0.2143,0,5.4813,3.2877,1,0,1,0,0,0,0,-0.2042,-0.0076,1,12.5174,4.9525,204,170,2,B_wick_recover,0,0,1,0,9,0,1,1,2.4134,1,1.046,2,1.225,-0.1204,0
2024-10-01,12:48:00,25771.6,25766.35,25787.35,5.25,0.3456,0.0016,0.9463,-9.6736,-11.2422,1.093,-8.5806,-2.4239,45.9765,46.7422,-53.2578,-9.1,49.4055,16.7112,27.7167,0.5224,0.2612,1,0.7142,0.7836,1,0.0157,0.0512,0.0105,1.7589,-0.1546,1.7589,-3.4752,9.3808,0,0.029,0.6833,-3.87,-14.0747,-14.8886,-14.025,0.3799,0.0042,0.8409,38.6972,26.9254,-73.0746,1,0.2838,0.7162,1.0026,1.0,0,0.6449,1.7589,0,-8.7573,0.0,-18.1804,-11.1376,0.3023,0.0054,0.4902,43.7899,25.299,-74.701,1,0.0774,0.6946,0.4759,0.772,0,0.7196,1.7589,0,0.0,0.0,-29.3748,-43.2752,0.2045,0.0044,0.0569,17.0652,20.101,-79.899,0,0.5731,0.2143,0.8749,0.2143,0,7.1689,1.7589,1,0,0,0,0,0,0,-1.7962,-0.0653,1,12.7441,3.4539,213,161,2,B_wick_recover,0,0,1,0,1,2,1,1,0.6663,0,0.8784,0,0.0,0.7196,0
2024-10-01,13:55:00,25794.35,25783.75,25826.15,10.6,0.4223,0.0015,0.774,-4.1386,0.235,3.2458,-0.8928,-2.0095,52.0266,30.9291,-69.0709,0.9,30.6833,22.122,25.0578,0.7808,0.1872,1,1.487,0.968,1,0.032,0.038,0.0097,1.7178,-0.0475,1.7178,-3.8362,7.364,1,0.0196,1.6846,0.6437,-11.6772,-8.7102,-2.5706,0.4052,0.0028,1.3442,42.5967,45.9259,-54.0741,0,0.5813,0.3045,0.789,0.3045,0,0.2444,1.7178,0,-6.9442,0.0,0.1834,4.8623,0.4702,0.0048,1.0759,51.3734,57.8023,-42.1977,0,0.0656,0.7927,0.4747,0.7927,0,0.8691,1.7178,0,0.0,0.0,-7.1,-22.2,0.4224,0.004,0.0921,31.6514,34.2043,-65.7957,1,0.3758,0.2054,0.7137,0.5812,0,3.8362,4.5288,0,0,1,0,0,0,0,0.8012,0.0229,1,16.2344,7.4892,280,94,3,A_clean,1,0,0,0,1,10,0,0,0.0,1,0.8555,0,0.0,0.7469,0
2024-10-03,10:08:00,25566.15,25556.75,25594.35,9.4,0.3371,0.004,2.0903,-13.1681,-4.8884,2.0708,-11.0973,-3.5138,45.6038,33.3639,-66.6361,-22.0,45.874,17.3264,24.0545,0.6039,0.3043,1,0.8613,0.9082,1,0.0243,0.0119,0.0646,1.4605,-0.1831,1.5146,-5.5008,12.0165,0,0.0323,0.8343,1.3757,0.0,-18.2326,-12.6185,0.2721,0.0044,0.4521,53.0512,56.4546,-43.5454,0,0.0668,0.4251,0.3696,0.4251,0,0.1872,1.369,0,0.0,0.0,-36.6324,-22.6176,0.1181,0.005,0.1223,26.5115,41.1499,-58.8501,0,0.8263,0.0939,0.7239,0.0939,0,1.1984,3.5451,0,0.0,0.0,-23.45,-46.9,0.25,0.0055,0.2642,0.0,28.5068,-71.4932,0,0.8862,0.0569,0.6897,0.0569,0,1.1984,5.455,0,0,1,0,0,0,0,9.4287,0.4451,1,15.6327,9.5327,53,321,1,D_sl_hit,0,0,0,0,11,0,1,0,4.6728,0,1.0461,0,0.0,0.1872,0
2024-10-03,10:21:00,25525.85,25513.3,25563.5,12.55,0.3371,0.0029,1.1062,-16.2217,-20.0482,2.9251,-13.2966,-3.4464,45.5882,37.2419,-62.7581,-8.65,52.8872,19.7901,33.2786,0.9522,0.0478,1,1.1428,1.0,1,0.05,0.0672,0.0315,2.2993,0.0,2.2993,-3.8746,10.9817,0,0.0328,1.2126,-3.9207,0.0,-18.0071,-23.8255,0.2297,0.0054,0.1507,52.2122,43.8914,-56.1086,1,0.4885,0.1977,0.6839,0.6862,0,1.7438,1.4342,0,0.0,0.0,-30.184,-42.9494,0.2014,0.0055,0.0626,32.11,38.8342,-61.1658,0,0.1081,0.5394,0.6133,0.5394,0,1.7438,2.2993,0,0.0,0.0,-23.45,-46.9,0.25,0.0055,0.2642,0.0,28.5068,-71.4932,0,0.8862,0.0569,0.6897,0.0569,0,4.981,2.2993,1,0,0,0,0,0,0,6.6474,0.2868,1,17.1058,6.7613,66,308,1,A_clean,1,0,0,0,1,5,0,0,0.0,5,0.9534,0,0.0,1.7438,0
2024-10-03,10:43:00,25525.7,25519.6,25544.0,6.1,0.4113,0.001,0.5758,-4.2118,-13.1411,2.3782,-1.8336,-1.8833,51.3635,51.3292,-48.6708,-11.65,22.3165,22.2214,23.1696,0.8779,0.0534,1,0.9214,0.9313,0,0.0196,0.0304,0.019,1.7654,-0.0844,1.7654,-1.8076,7.109,1,0.021,1.0038,-9.1975,0.0,-19.0573,-11.0984,0.191,0.0056,0.6817,44.0858,11.3792,-88.6208,0,0.5091,0.1982,0.4597,0.1982,0,0.5416,1.7654,0,0.0,0.0,-30.4433,-43.5291,0.2189,0.0058,0.4642,34.2302,34.4956,-65.5044,0,0.3027,0.1329,0.3855,0.1329,0,1.6739,1.7654,0,0.0,0.0,-23.45,-46.9,0.25,0.0055,0.2642,0.0,28.5068,-71.4932,0,0.8862,0.0569,0.6897,0.0569,0,7.7155,3.5307,1,0,0,0,0,0,0,10.2475,0.2862,1,26.4242,10.4234,88,286,1,B_wick_recover,0,0,1,0,8,0,1,1,2.6516,0,1.2365,8,1.4629,0.5416,0
2024-10-03,10:51:00,25515.65,25506.7,25542.5,8.95,0.3603,0.0013,0.4355,-5.4112,-13.5509,1.6924,-3.7189,-1.7557,48.9201,47.3485,-52.6515,0.3,25.4077,17.4589,19.7151,0.6298,0.2308,1,1.3096,0.8606,1,0.0231,0.0321,-0.0061,1.574,-0.403,1.574,-2.764,7.9414,1,0.019,1.2553,-12.8482,0.0,-17.7807,-14.391,0.183,0.0059,0.658,40.2355,5.6589,-94.3411,0,0.1101,0.4465,0.531,0.4465,0,0.1826,1.8762,0,0.0,0.0,-34.3002,-35.5373,0.2095,0.0061,0.5017,34.0759,28.5068,-71.4932,0,0.5746,0.2431,0.3186,0.2431,0,0.403,1.8762,0,0.0,0.0,-23.45,-46.9,0.25,0.0055,0.2642,0.0,28.5068,-71.4932,0,0.8862,0.0569,0.6897,0.0569,0,8.1724,1.8951,1,0,0,0,0,0,0,7.908,0.2467,1,23.6546,8.0654,96,278,1,B_wick_recover,0,0,1,0,4,0,1,1,1.0766,1,0.9167,0,0.0,0.1007,0
